_id,system.name,system.planet.letter,system.planet.discovery_method,system.planet.name,system.numbers_of_planets,system.star_solar_masses
59c8fea24fd6da387fd81de5,Kepler-541,b,Transit,Kepler-541 b,1,1.41
59c8fea24fd6da387fd81de8,Kepler-542,b,Transit,Kepler-542 b,1,0.93
59c8fea24fd6da387fd81de9,Kepler-544,b,Transit,Kepler-544 b,1,1.16
59c8fea24fd6da387fd81dea,Kepler-543,b,Transit,Kepler-543 b,1,0.7
59c8fea24fd6da387fd81deb,Kepler-546,b,Transit,Kepler-546 b,1,1.11
59c8fea24fd6da387fd81dec,Kepler-547,b,Transit,Kepler-547 b,1,0.78
59c8fea24fd6da387fd81ded,Kepler-545,b,Transit,Kepler-545 b,1,1.04
59c8fea24fd6da387fd81dee,Kepler-549,b,Transit,Kepler-549 b,2,0.88
59c8fea24fd6da387fd81def,Kepler-548,b,Transit,Kepler-548 b,1,0.93
59c8fea24fd6da387fd81df0,Kepler-549,c,Transit,Kepler-549 c,2,0.88
59c8fea24fd6da387fd81df1,Kepler-55,b,Transit,Kepler-55 b,5,0.62
59c8fea24fd6da387fd81df2,Kepler-55,c,Transit,Kepler-55 c,5,0.62
59c8fea24fd6da387fd81df3,Kepler-55,d,Transit,Kepler-55 d,5,0.62
59c8fea24fd6da387fd81df4,Kepler-55,e,Transit,Kepler-55 e,5,0.62
59c8fea24fd6da387fd81df5,Kepler-55,f,Transit,Kepler-55 f,5,0.62
59c8fea24fd6da387fd81df6,Kepler-551,b,Transit,Kepler-551 b,1,0.65
59c8fea24fd6da387fd81df7,Kepler-550,b,Transit,Kepler-550 b,1,0.87
59c8fea24fd6da387fd81df8,Kepler-552,b,Transit,Kepler-552 b,1,1.03
59c8fea24fd6da387fd81df9,Kepler-553,b,Transit,Kepler-553 b,2,0.92
59c8fea24fd6da387fd81dfa,Kepler-553,c,Transit,Kepler-553 c,2,0.92
59c8fea24fd6da387fd81dfb,Kepler-554,b,Transit,Kepler-554 b,1,0.93
59c8fea24fd6da387fd81dfc,Kepler-557,b,Transit,Kepler-557 b,1,1.11
59c8fea24fd6da387fd81dfd,Kepler-556,b,Transit,Kepler-556 b,1,1
59c8fea24fd6da387fd81dfe,Kepler-555,b,Transit,Kepler-555 b,1,1.03
59c8fea24fd6da387fd81dff,Kepler-558,b,Transit,Kepler-558 b,1,0.85
59c8fea24fd6da387fd81e00,Kepler-56,b,Transit,Kepler-56 b,2,1.32
59c8fea24fd6da387fd81e01,Kepler-559,b,Transit,Kepler-559 b,1,0.96
59c8fea24fd6da387fd81e02,Kepler-56,c,Transit,Kepler-56 c,2,1.32
59c8fea24fd6da387fd81e03,Kepler-560,b,Transit,Kepler-560 b,1,0.34
59c8fea24fd6da387fd81e04,Kepler-561,b,Transit,Kepler-561 b,2,0.96
59c8fea24fd6da387fd81e05,Kepler-561,c,Transit,Kepler-561 c,2,0.96
59c8fea24fd6da387fd81e06,Kepler-562,b,Transit,Kepler-562 b,1,0.93
59c8fea24fd6da387fd81e07,Kepler-564,b,Transit,Kepler-564 b,1,0.95
59c8fea24fd6da387fd81e08,Kepler-563,b,Transit,Kepler-563 b,1,0.8
59c8fea24fd6da387fd81e09,Kepler-565,b,Transit,Kepler-565 b,1,0.98
59c8fea24fd6da387fd81e0a,Kepler-566,b,Transit,Kepler-566 b,1,0.83
59c8fea24fd6da387fd81e0b,Kepler-567,b,Transit,Kepler-567 b,1,0.84
59c8fea24fd6da387fd81e0c,Kepler-568,b,Transit,Kepler-568 b,1,0.55
59c8fea24fd6da387fd81e0d,Kepler-57,b,Transit,Kepler-57 b,2,0.83
59c8fea24fd6da387fd81e0e,Kepler-57,c,Transit,Kepler-57 c,2,0.83
59c8fea24fd6da387fd81e0f,Kepler-569,b,Transit,Kepler-569 b,1,0.95
59c8fea24fd6da387fd81e10,Kepler-570,b,Transit,Kepler-570 b,1,0.93
59c8fea24fd6da387fd81e11,Kepler-571,b,Transit,Kepler-571 b,1,0.93
59c8fea24fd6da387fd81e12,Kepler-572,b,Transit,Kepler-572 b,1,0.83
59c8fea24fd6da387fd81e13,Kepler-573,b,Transit,Kepler-573 b,1,0.99
59c8fea24fd6da387fd81e14,Kepler-574,b,Transit,Kepler-574 b,1,0.95
59c8fea24fd6da387fd81e15,Kepler-575,b,Transit,Kepler-575 b,1,0.97
59c8fea24fd6da387fd81e16,Kepler-577,b,Transit,Kepler-577 b,1,0.78
59c8fea24fd6da387fd81e17,Kepler-576,b,Transit,Kepler-576 b,1,0.99
59c8fea24fd6da387fd81e18,Kepler-578,b,Transit,Kepler-578 b,1,0.87
59c8fea24fd6da387fd81e19,Kepler-579,b,Transit,Kepler-579 b,1,0.99
59c8fea24fd6da387fd81e1a,Kepler-58,b,Transit,Kepler-58 b,3,0.95
59c8fea24fd6da387fd81e1b,Kepler-58,c,Transit,Kepler-58 c,3,0.95
59c8fea24fd6da387fd81e1c,Kepler-58,d,Transit,Kepler-58 d,3,0.95
59c8fea24fd6da387fd81e1d,Kepler-580,b,Transit,Kepler-580 b,1,0.67
59c8fea24fd6da387fd81e1e,Kepler-581,b,Transit,Kepler-581 b,1,1
59c8fea24fd6da387fd81e1f,Kepler-582,b,Transit,Kepler-582 b,1,0.93
59c8fea24fd6da387fd81e20,Kepler-584,b,Transit,Kepler-584 b,1,1.17
59c8fea24fd6da387fd81e21,Kepler-583,b,Transit,Kepler-583 b,1,0.94
59c8fea24fd6da387fd81e22,Kepler-585,b,Transit,Kepler-585 b,1,0.96
59c8fea24fd6da387fd81e23,Kepler-586,b,Transit,Kepler-586 b,1,0.94
59c8fea24fd6da387fd81e24,Kepler-587,b,Transit,Kepler-587 b,1,0.92
59c8fea24fd6da387fd81e25,Kepler-588,b,Transit,Kepler-588 b,1,1.01
59c8fea24fd6da387fd81e26,Kepler-589,b,Transit,Kepler-589 b,1,0.88
59c8fea24fd6da387fd81e27,Kepler-59,b,Transit,Kepler-59 b,2,1.04
59c8fea24fd6da387fd81e28,Kepler-59,c,Transit,Kepler-59 c,2,1.04
59c8fea24fd6da387fd81e29,Kepler-591,b,Transit,Kepler-591 b,1,0.97
59c8fea24fd6da387fd81e2a,Kepler-590,b,Transit,Kepler-590 b,1,1.1
59c8fea24fd6da387fd81e2b,Kepler-592,b,Transit,Kepler-592 b,1,1.04
59c8fea24fd6da387fd81e2c,Kepler-593,b,Transit,Kepler-593 b,1,1.08
59c8fea24fd6da387fd81e2d,Kepler-595,b,Transit,Kepler-595 b,1,0.87
59c8fea24fd6da387fd81e2e,Kepler-594,b,Transit,Kepler-594 b,1,0.91
59c8fea24fd6da387fd81e2f,Kepler-596,b,Transit,Kepler-596 b,1,1.21
59c8fea24fd6da387fd81e30,Kepler-597,b,Transit,Kepler-597 b,1,0.97
59c8fea24fd6da387fd81e31,Kepler-598,b,Transit,Kepler-598 b,1,0.87
59c8fea24fd6da387fd81e32,Kepler-6,b,Transit,Kepler-6 b,1,1.21
59c8fea24fd6da387fd81e33,Kepler-599,b,Transit,Kepler-599 b,1,0.83
59c8fea24fd6da387fd81e34,Kepler-60,b,Transit,Kepler-60 b,3,1.04
59c8fea24fd6da387fd81e35,Kepler-60,c,Transit,Kepler-60 c,3,1.04
59c8fea24fd6da387fd81e36,Kepler-60,d,Transit,Kepler-60 d,3,1.04
59c8fea24fd6da387fd81e37,Kepler-600,b,Transit,Kepler-600 b,1,0.84
59c8fea24fd6da387fd81e38,Kepler-601,b,Transit,Kepler-601 b,1,0.85
59c8fea24fd6da387fd81e39,Kepler-602,b,Transit,Kepler-602 b,1,1.08
59c8fea24fd6da387fd81e3a,Kepler-603,b,Transit,Kepler-603 b,3,1.01
59c8fea24fd6da387fd81e3b,Kepler-603,c,Transit,Kepler-603 c,3,1.01
59c8fea24fd6da387fd81e3c,Kepler-603,d,Transit,Kepler-603 d,3,1.01
59c8fea24fd6da387fd81e3d,Kepler-604,b,Transit,Kepler-604 b,1,1.02
59c8fea24fd6da387fd81e3e,Kepler-605,b,Transit,Kepler-605 b,2,0.91
59c8fea24fd6da387fd81e3f,Kepler-605,c,Transit,Kepler-605 c,2,0.91
59c8fea24fd6da387fd81e40,Kepler-606,b,Transit,Kepler-606 b,1,1.13
59c8fea24fd6da387fd81e41,Kepler-607,b,Transit,Kepler-607 b,1,0.84
59c8fea24fd6da387fd81e42,Kepler-608,b,Transit,Kepler-608 b,1,1
59c8fea24fd6da387fd81e43,Kepler-609,b,Transit,Kepler-609 b,1,1.09
59c8fea24fd6da387fd81e44,Kepler-61,b,Transit,Kepler-61 b,1,0.64
59c8fea24fd6da387fd81e45,Kepler-610,c,Transit,Kepler-610 c,2,1.1
59c8fea24fd6da387fd81e46,Kepler-610,b,Transit,Kepler-610 b,2,1.1
59c8fea24fd6da387fd81e47,Kepler-611,b,Transit,Kepler-611 b,1,1.01
59c8fea24fd6da387fd81e48,Kepler-613,b,Transit,Kepler-613 b,1,0.98
59c8fea24fd6da387fd81e49,Kepler-612,b,Transit,Kepler-612 b,1,0.98
59c8fea24fd6da387fd81e4a,Kepler-614,b,Transit,Kepler-614 b,1,0.85
59c8fea24fd6da387fd81e4b,Kepler-615,b,Transit,Kepler-615 b,1,0.73
59c8fea24fd6da387fd81e4c,Kepler-616,b,Transit,Kepler-616 b,2,0.98
59c8fea24fd6da387fd81e4d,Kepler-616,c,Transit,Kepler-616 c,2,0.98
59c8fea24fd6da387fd81e4e,Kepler-617,b,Transit,Kepler-617 b,1,0.51
59c8fea24fd6da387fd81e4f,Kepler-618,b,Transit,Kepler-618 b,1,1.05
59c8fea24fd6da387fd81e50,Kepler-619,b,Transit,Kepler-619 b,2,1.09
59c8fea24fd6da387fd81e51,Kepler-619,c,Transit,Kepler-619 c,2,1.09
59c8fea24fd6da387fd81e52,Kepler-62,b,Transit,Kepler-62 b,5,0.69
59c8fea24fd6da387fd81e53,Kepler-62,c,Transit,Kepler-62 c,5,0.69
59c8fea24fd6da387fd81e54,Kepler-62,d,Transit,Kepler-62 d,5,0.69
59c8fea24fd6da387fd81e55,Kepler-62,e,Transit,Kepler-62 e,5,0.69
59c8fea24fd6da387fd81e56,Kepler-62,f,Transit,Kepler-62 f,5,0.69
59c8fea24fd6da387fd81e57,Kepler-620,b,Transit,Kepler-620 b,1,1.15
59c8fea24fd6da387fd81e58,Kepler-621,b,Transit,Kepler-621 b,1,0.72
59c8fea24fd6da387fd81e59,Kepler-622,b,Transit,Kepler-622 b,1,0.64
59c8fea24fd6da387fd81e5a,Kepler-623,b,Transit,Kepler-623 b,1,0.9
59c8fea24fd6da387fd81e5b,Kepler-624,b,Transit,Kepler-624 b,1,1.1
59c8fea24fd6da387fd81e5c,Kepler-625,b,Transit,Kepler-625 b,2,1.04
59c8fea24fd6da387fd81e5d,Kepler-625,c,Transit,Kepler-625 c,2,1.04
59c8fea24fd6da387fd81e5e,Kepler-626,b,Transit,Kepler-626 b,1,1.01
59c8fea24fd6da387fd81e5f,Kepler-628,b,Transit,Kepler-628 b,1,1
59c8fea24fd6da387fd81e60,Kepler-627,b,Transit,Kepler-627 b,1,1.3
59c8fea24fd6da387fd81e61,Kepler-63,b,Transit,Kepler-63 b,1,0.98
59c8fea24fd6da387fd81e62,Kepler-629,b,Transit,Kepler-629 b,1,0.93
59c8fea24fd6da387fd81e63,Kepler-631,b,Transit,Kepler-631 b,1,1.24
59c8fea24fd6da387fd81e64,Kepler-630,b,Transit,Kepler-630 b,1,1.02
59c8fea24fd6da387fd81e65,Kepler-632,b,Transit,Kepler-632 b,1,0.91
59c8fea24fd6da387fd81e66,Kepler-633,b,Transit,Kepler-633 b,1,1.02
59c8fea24fd6da387fd81e67,Kepler-634,b,Transit,Kepler-634 b,1,1.03
59c8fea24fd6da387fd81e68,Kepler-635,b,Transit,Kepler-635 b,1,1.33
59c8fea24fd6da387fd81e69,Kepler-638,b,Transit,Kepler-638 b,1,0.88
59c8fea24fd6da387fd81e6a,Kepler-636,b,Transit,Kepler-636 b,1,0.85
59c8fea24fd6da387fd81e6b,Kepler-639,b,Transit,Kepler-639 b,1,1.14
59c8fea24fd6da387fd81e6c,Kepler-637,b,Transit,Kepler-637 b,1,1.64
59c8fea24fd6da387fd81e6d,Kepler-641,b,Transit,Kepler-641 b,1,1.02
59c8fea24fd6da387fd81e6e,Kepler-640,b,Transit,Kepler-640 b,1,1.01
59c8fea24fd6da387fd81e6f,Kepler-642,b,Transit,Kepler-642 b,1,1.4
59c8fea24fd6da387fd81e70,Kepler-643,b,Transit,Kepler-643 b,1,1
59c8fea24fd6da387fd81e71,Kepler-644,b,Transit,Kepler-644 b,1,1.49
59c8fea24fd6da387fd81e72,Kepler-645,b,Transit,Kepler-645 b,1,1.13
59c8fea24fd6da387fd81e73,Kepler-646,b,Transit,Kepler-646 b,1,0.93
59c8fea24fd6da387fd81e74,Kepler-647,b,Transit,Kepler-647 b,1,1.03
59c8fea24fd6da387fd81e75,Kepler-649,b,Transit,Kepler-649 b,1,0.97
59c8fea24fd6da387fd81e76,Kepler-648,b,Transit,Kepler-648 b,1,1.05
59c8fea24fd6da387fd81e77,Kepler-65,b,Transit,Kepler-65 b,3,1.25
59c8fea24fd6da387fd81e78,Kepler-65,c,Transit,Kepler-65 c,3,1.25
59c8fea24fd6da387fd81e79,Kepler-65,d,Transit,Kepler-65 d,3,1.25
59c8fea24fd6da387fd81e7a,Kepler-650,b,Transit,Kepler-650 b,1,1.08
59c8fea24fd6da387fd81e7b,Kepler-651,b,Transit,Kepler-651 b,1,0.92
59c8fea24fd6da387fd81e7c,Kepler-652,b,Transit,Kepler-652 b,1,0.97
59c8fea24fd6da387fd81e7d,Kepler-653,b,Transit,Kepler-653 b,2,1.02
59c8fea24fd6da387fd81e7e,Kepler-653,c,Transit,Kepler-653 c,2,1.02
59c8fea24fd6da387fd81e7f,Kepler-654,b,Transit,Kepler-654 b,1,1.04
59c8fea24fd6da387fd81e80,Kepler-655,b,Transit,Kepler-655 b,1,1.15
59c8fea24fd6da387fd81e81,Kepler-656,b,Transit,Kepler-656 b,1,0.86
59c8fea24fd6da387fd81e82,Kepler-657,b,Transit,Kepler-657 b,1,1.01
59c8fea24fd6da387fd81e83,Kepler-658,b,Transit,Kepler-658 b,1,0.63
59c8fea24fd6da387fd81e84,Kepler-659,b,Transit,Kepler-659 b,1,0.79
59c8fea24fd6da387fd81e85,Kepler-66,b,Transit,Kepler-66 b,1,1.04
59c8fea24fd6da387fd81e86,Kepler-660,b,Transit,Kepler-660 b,1,0.75
59c8fea24fd6da387fd81e87,Kepler-661,b,Transit,Kepler-661 b,1,0.7
59c8fea24fd6da387fd81e88,Kepler-662,b,Transit,Kepler-662 b,1,0.79
59c8fea24fd6da387fd81e89,Kepler-663,b,Transit,Kepler-663 b,1,0.86
59c8fea24fd6da387fd81e8a,Kepler-664,b,Transit,Kepler-664 b,1,1.01
59c8fea24fd6da387fd81e8b,Kepler-665,b,Transit,Kepler-665 b,1,0.79
59c8fea24fd6da387fd81e8c,Kepler-666,b,Transit,Kepler-666 b,1,1.03
59c8fea24fd6da387fd81e8d,Kepler-667,b,Transit,Kepler-667 b,1,0.91
59c8fea24fd6da387fd81e8e,Kepler-668,b,Transit,Kepler-668 b,1,0.87
59c8fea24fd6da387fd81e8f,Kepler-669,b,Transit,Kepler-669 b,1,1.15
59c8fea24fd6da387fd81e90,Kepler-670,b,Transit,Kepler-670 b,1,0.99
59c8fea24fd6da387fd81e91,Kepler-67,b,Transit,Kepler-67 b,1,0.86
59c8fea24fd6da387fd81e92,Kepler-671,b,Transit,Kepler-671 b,1,0.97
59c8fea24fd6da387fd81e93,Kepler-672,b,Transit,Kepler-672 b,1,0.95
59c8fea24fd6da387fd81e94,Kepler-673,b,Transit,Kepler-673 b,1,0.88
59c8fea24fd6da387fd81e95,Kepler-675,b,Transit,Kepler-675 b,1,0.79
59c8fea24fd6da387fd81e96,Kepler-674,b,Transit,Kepler-674 b,1,0.6
59c8fea24fd6da387fd81e97,Kepler-676,b,Transit,Kepler-676 b,1,0.51
59c8fea24fd6da387fd81e98,Kepler-677,b,Transit,Kepler-677 b,1,1
59c8fea24fd6da387fd81e99,Kepler-678,b,Transit,Kepler-678 b,1,0.94
59c8fea24fd6da387fd81e9a,Kepler-68,b,Transit,Kepler-68 b,3,1.08
59c8fea24fd6da387fd81e9b,Kepler-679,b,Transit,Kepler-679 b,1,0.87
59c8fea24fd6da387fd81e9c,Kepler-68,c,Transit,Kepler-68 c,3,1.08
59c8fea24fd6da387fd81e9d,Kepler-68,d,Radial Velocity,Kepler-68 d,3,1.08
59c8fea24fd6da387fd81e9e,Kepler-680,b,Transit,Kepler-680 b,1,1.08
59c8fea24fd6da387fd81e9f,Kepler-681,b,Transit,Kepler-681 b,1,0.8
59c8fea24fd6da387fd81ea0,Kepler-682,b,Transit,Kepler-682 b,1,0.92
59c8fea24fd6da387fd81ea1,Kepler-683,b,Transit,Kepler-683 b,1,0.96
59c8fea24fd6da387fd81ea2,Kepler-684,b,Transit,Kepler-684 b,1,0.89
59c8fea24fd6da387fd81ea3,Kepler-685,b,Transit,Kepler-685 b,1,1.11
59c8fea24fd6da387fd81ea4,Kepler-686,b,Transit,Kepler-686 b,1,0.94
59c8fea24fd6da387fd81ea5,Kepler-687,b,Transit,Kepler-687 b,1,0.77
59c8fea24fd6da387fd81ea6,Kepler-689,b,Transit,Kepler-689 b,1,0.91
59c8fea24fd6da387fd81ea7,Kepler-69,b,Transit,Kepler-69 b,2,0.81
59c8fea24fd6da387fd81ea8,Kepler-688,b,Transit,Kepler-688 b,1,0.98
59c8fea24fd6da387fd81ea9,Kepler-69,c,Transit,Kepler-69 c,2,0.81
59c8fea24fd6da387fd81eaa,Kepler-690,b,Transit,Kepler-690 b,1,1.11
59c8fea24fd6da387fd81eab,Kepler-691,b,Transit,Kepler-691 b,1,0.53
59c8fea24fd6da387fd81eac,Kepler-692,b,Transit,Kepler-692 b,1,0.9
59c8fea24fd6da387fd81ead,Kepler-694,b,Transit,Kepler-694 b,1,0.97
59c8fea24fd6da387fd81eae,Kepler-693,b,Transit,Kepler-693 b,1,0.76
59c8fea24fd6da387fd81eaf,Kepler-695,b,Transit,Kepler-695 b,1,0.84
59c8fea24fd6da387fd81eb0,Kepler-696,b,Transit,Kepler-696 b,1,1.06
59c8fea24fd6da387fd81eb1,Kepler-697,b,Transit,Kepler-697 b,1,0.92
59c8fea24fd6da387fd81eb2,Kepler-698,b,Transit,Kepler-698 b,1,0.94
59c8fea24fd6da387fd81eb3,Kepler-7,b,Transit,Kepler-7 b,1,1.36
59c8fea24fd6da387fd81eb4,Kepler-699,b,Transit,Kepler-699 b,1,0.81
59c8fea24fd6da387fd81eb5,Kepler-700,b,Transit,Kepler-700 b,1,0.98
59c8fea24fd6da387fd81eb6,Kepler-701,b,Transit,Kepler-701 b,1,0.88
59c8fea24fd6da387fd81eb7,Kepler-702,b,Transit,Kepler-702 b,1,0.9
59c8fea24fd6da387fd81eb8,Kepler-704,b,Transit,Kepler-704 b,1,0.97
59c8fea24fd6da387fd81eb9,Kepler-703,b,Transit,Kepler-703 b,1,1.18
59c8fea24fd6da387fd81eba,Kepler-705,b,Transit,Kepler-705 b,1,0.53
59c8fea24fd6da387fd81ebb,Kepler-706,b,Transit,Kepler-706 b,1,0.87
59c8fea24fd6da387fd81ebc,Kepler-707,b,Transit,Kepler-707 b,1,0.8
59c8fea24fd6da387fd81ebd,Kepler-708,b,Transit,Kepler-708 b,1,0.97
59c8fea24fd6da387fd81ebe,Kepler-709,b,Transit,Kepler-709 b,1,0.8
59c8fea24fd6da387fd81ebf,Kepler-710,b,Transit,Kepler-710 b,1,0.94
59c8fea24fd6da387fd81ec0,Kepler-711,b,Transit,Kepler-711 b,1,0.84
59c8fea24fd6da387fd81ec1,Kepler-712,b,Transit,Kepler-712 b,2,0.84
59c8fea24fd6da387fd81ec2,Kepler-712,c,Transit,Kepler-712 c,2,0.84
59c8fea24fd6da387fd81ec3,Kepler-713,b,Transit,Kepler-713 b,1,0.98
59c8fea24fd6da387fd81ec4,Kepler-715,b,Transit,Kepler-715 b,1,1.04
59c8fea24fd6da387fd81ec5,Kepler-716,b,Transit,Kepler-716 b,1,0.83
59c8fea24fd6da387fd81ec6,Kepler-714,b,Transit,Kepler-714 b,1,1.09
59c8fea24fd6da387fd81ec7,Kepler-717,b,Transit,Kepler-717 b,1,0.88
59c8fea24fd6da387fd81ec8,Kepler-718,b,Transit,Kepler-718 b,1,1.18
59c8fea24fd6da387fd81ec9,Kepler-719,b,Transit,Kepler-719 b,1,0.99
59c8fea24fd6da387fd81eca,Kepler-720,b,Transit,Kepler-720 b,1,0.95
59c8fea24fd6da387fd81ecb,Kepler-721,b,Transit,Kepler-721 b,1,0.82
59c8fea24fd6da387fd81ecc,Kepler-722,b,Transit,Kepler-722 b,2,1.03
59c8fea24fd6da387fd81ecd,Kepler-722,c,Transit,Kepler-722 c,2,1.03
59c8fea24fd6da387fd81ece,Kepler-723,b,Transit,Kepler-723 b,1,0.92
59c8fea24fd6da387fd81ecf,Kepler-724,b,Transit,Kepler-724 b,1,0.9
59c8fea24fd6da387fd81ed0,Kepler-725,b,Transit,Kepler-725 b,1,0.88
59c8fea24fd6da387fd81ed1,Kepler-727,b,Transit,Kepler-727 b,1,0.89
59c8fea24fd6da387fd81ed2,Kepler-726,b,Transit,Kepler-726 b,1,0.88
59c8fea24fd6da387fd81ed3,Kepler-728,b,Transit,Kepler-728 b,1,0.95
59c8fea24fd6da387fd81ed4,Kepler-729,b,Transit,Kepler-729 b,1,0.94
59c8fea24fd6da387fd81ed5,Kepler-730,b,Transit,Kepler-730 b,1,1
59c8fea24fd6da387fd81ed6,Kepler-732,b,Transit,Kepler-732 b,2,0.49
59c8fea24fd6da387fd81ed7,Kepler-731,b,Transit,Kepler-731 b,1,1.03
59c8fea24fd6da387fd81ed8,Kepler-732,c,Transit,Kepler-732 c,2,0.49
59c8fea24fd6da387fd81ed9,Kepler-733,b,Transit,Kepler-733 b,1,0.9
59c8fea24fd6da387fd81eda,Kepler-734,b,Transit,Kepler-734 b,1,0.85
59c8fea24fd6da387fd81edb,Kepler-735,b,Transit,Kepler-735 b,1,0.85
59c8fea24fd6da387fd81edc,Kepler-736,b,Transit,Kepler-736 b,1,0.86
59c8fea24fd6da387fd81edd,Kepler-737,b,Transit,Kepler-737 b,1,0.51
59c8fea24fd6da387fd81ede,Kepler-739,b,Transit,Kepler-739 b,1,0.93
59c8fea24fd6da387fd81edf,Kepler-738,b,Transit,Kepler-738 b,1,0.86
59c8fea24fd6da387fd81ee0,Kepler-74,b,Transit,Kepler-74 b,1,1.18
59c8fea24fd6da387fd81ee1,Kepler-740,b,Transit,Kepler-740 b,1,0.91
59c8fea24fd6da387fd81ee2,Kepler-741,b,Transit,Kepler-741 b,1,1.16
59c8fea24fd6da387fd81ee3,Kepler-744,b,Transit,Kepler-744 b,1,0.94
59c8fea24fd6da387fd81ee4,Kepler-743,b,Transit,Kepler-743 b,1,0.94
59c8fea24fd6da387fd81ee5,Kepler-742,b,Transit,Kepler-742 b,1,0.76
59c8fea24fd6da387fd81ee6,Kepler-745,b,Transit,Kepler-745 b,1,1.04
59c8fea24fd6da387fd81ee7,Kepler-746,b,Transit,Kepler-746 b,1,0.91
59c8fea24fd6da387fd81ee9,Kepler-748,b,Transit,Kepler-748 b,1,1.07
59c8fea24fd6da387fd81eea,Kepler-747,b,Transit,Kepler-747 b,1,0.82
59c8fea24fd6da387fd81eeb,Kepler-749,b,Transit,Kepler-749 b,1,0.79
59c8fea24fd6da387fd81eec,Kepler-75,b,Transit,Kepler-75 b,1,0.91
59c8fea24fd6da387fd81eed,Kepler-750,b,Transit,Kepler-750 b,2,1.15
59c8fea24fd6da387fd81eee,Kepler-750,c,Transit,Kepler-750 c,2,1.15
59c8fea24fd6da387fd81eef,Kepler-751,b,Transit,Kepler-751 b,1,0.87
59c8fea24fd6da387fd81ef0,Kepler-752,b,Transit,Kepler-752 b,1,0.87
59c8fea24fd6da387fd81ef1,Kepler-753,b,Transit,Kepler-753 b,1,0.68
59c8fea24fd6da387fd81ef2,Kepler-754,b,Transit,Kepler-754 b,1,1.06
59c8fea24fd6da387fd81ef3,Kepler-755,b,Transit,Kepler-755 b,2,0.82
59c8fea24fd6da387fd81ef4,Kepler-755,c,Transit,Kepler-755 c,2,0.82
59c8fea24fd6da387fd81ef5,Kepler-756,b,Transit,Kepler-756 b,1,0.82
59c8fea24fd6da387fd81ef6,Kepler-757,b,Transit,Kepler-757 b,1,1.08
59c8fea24fd6da387fd81ef7,Kepler-758,c,Transit,Kepler-758 c,4,1.16
59c8fea24fd6da387fd81ef8,Kepler-758,b,Transit,Kepler-758 b,4,1.16
59c8fea24fd6da387fd81ef9,Kepler-758,d,Transit,Kepler-758 d,4,1.16
59c8fea24fd6da387fd81efa,Kepler-758,e,Transit,Kepler-758 e,4,1.16
59c8fea24fd6da387fd81efb,Kepler-759,b,Transit,Kepler-759 b,1,1.04
59c8fea24fd6da387fd81efc,Kepler-760,b,Transit,Kepler-760 b,2,0.89
59c8fea24fd6da387fd81efd,Kepler-76,b,Orbital Brightness Modulation,Kepler-76 b,1,1.2
59c8fea24fd6da387fd81efe,Kepler-760,c,Transit,Kepler-760 c,2,0.89
59c8fea24fd6da387fd81eff,Kepler-762,b,Transit,Kepler-762 b,1,1.06
59c8fea24fd6da387fd81f00,Kepler-761,b,Transit,Kepler-761 b,1,0.95
59c8fea24fd6da387fd81f01,Kepler-763,b,Transit,Kepler-763 b,1,0.84
59c8fea24fd6da387fd81f02,Kepler-764,b,Transit,Kepler-764 b,1,0.92
59c8fea24fd6da387fd81f03,Kepler-766,b,Transit,Kepler-766 b,1,1.1
59c8fea24fd6da387fd81f04,Kepler-765,b,Transit,Kepler-765 b,1,1.05
59c8fea24fd6da387fd81f05,Kepler-767,b,Transit,Kepler-767 b,1,0.96
59c8fea24fd6da387fd81f06,Kepler-768,b,Transit,Kepler-768 b,1,0.82
59c8fea24fd6da387fd81f07,Kepler-769,b,Transit,Kepler-769 b,2,1.19
59c8fea24fd6da387fd81f08,Kepler-769,c,Transit,Kepler-769 c,2,1.19
59c8fea24fd6da387fd81f09,Kepler-770,b,Transit,Kepler-770 b,3,0.94
59c8fea24fd6da387fd81f0a,Kepler-77,b,Transit,Kepler-77 b,1,0.95
59c8fea24fd6da387fd81f0b,Kepler-770,c,Transit,Kepler-770 c,3,0.94
59c8fea24fd6da387fd81f0c,Kepler-770,d,Transit,Kepler-770 d,3,0.94
59c8fea24fd6da387fd81f0d,Kepler-772,b,Transit,Kepler-772 b,1,0.98
59c8fea24fd6da387fd81f0e,Kepler-771,b,Transit,Kepler-771 b,1,1.03
59c8fea24fd6da387fd81f0f,Kepler-773,b,Transit,Kepler-773 b,1,1.04
59c8fea24fd6da387fd81f10,Kepler-775,b,Transit,Kepler-775 b,1,0.92
59c8fea24fd6da387fd81f11,Kepler-774,b,Transit,Kepler-774 b,1,1.57
59c8fea24fd6da387fd81f12,Kepler-777,b,Transit,Kepler-777 b,1,0.58
59c8fea24fd6da387fd81f13,Kepler-776,b,Transit,Kepler-776 b,1,0.83
59c8fea24fd6da387fd81f14,Kepler-78,b,Transit,Kepler-78 b,1,0.76
59c8fea24fd6da387fd81f15,Kepler-779,b,Transit,Kepler-779 b,1,0.46
59c8fea24fd6da387fd81f16,Kepler-778,b,Transit,Kepler-778 b,1,0.81
59c8fea24fd6da387fd81f17,Kepler-781,b,Transit,Kepler-781 b,1,0.81
59c8fea24fd6da387fd81f18,Kepler-782,b,Transit,Kepler-782 b,1,0.98
59c8fea24fd6da387fd81f19,Kepler-780,b,Transit,Kepler-780 b,1,1.01
