_id,system.name,system.planet.letter,system.planet.discovery_method,system.planet.name,system.numbers_of_planets,system.star_solar_masses
59c8fea24fd6da387fd81415,14 And,b,Radial Velocity,14 And b,1,2.2
59c8fea24fd6da387fd81416,14 Her,b,Radial Velocity,14 Her b,1,0.9
59c8fea24fd6da387fd81417,11 Com,b,Radial Velocity,11 Com b,1,2.7
59c8fea24fd6da387fd81418,11 UMi,b,Radial Velocity,11 UMi b,1,1.8
59c8fea24fd6da387fd81419,24 Sex,c,Radial Velocity,24 Sex c,2,1.54
59c8fea24fd6da387fd8141a,16 Cyg B,b,Radial Velocity,16 Cyg B b,1,0.99
59c8fea24fd6da387fd8141b,1RXS J160929.1-210524,b,Imaging,1RXS J160929.1-210524 b,1,0.85
59c8fea24fd6da387fd8141c,2MASS J01225093-2439505,b,Imaging,2MASS J01225093-2439505 b,1,0.4
59c8fea24fd6da387fd8141d,18 Del,b,Radial Velocity,18 Del b,1,2.3
59c8fea24fd6da387fd8141e,2MASS J02192210-3925225,b,Imaging,2MASS J02192210-3925225 b,1,0.11
59c8fea24fd6da387fd8141f,2MASS J12073346-3932539,b,Imaging,2MASS J12073346-3932539 b,1,0.02
59c8fea24fd6da387fd81420,2MASS J04414489+2301513,b,Imaging,2MASS J04414489+2301513 b,1,0.02
59c8fea24fd6da387fd81421,2MASS J19383260+4603591,b,Eclipse Timing Variations,2MASS J19383260+4603591 b,1,0.48
59c8fea24fd6da387fd81422,30 Ari B,b,Radial Velocity,30 Ari B b,1,1.16
59c8fea24fd6da387fd81423,4 UMa,b,Radial Velocity,4 UMa b,1,1.23
59c8fea24fd6da387fd81424,2MASS J21402931+1625183 A,b,Imaging,2MASS J21402931+1625183 A b,1,0.08
59c8fea24fd6da387fd81425,24 Sex,b,Radial Velocity,24 Sex b,2,1.54
59c8fea24fd6da387fd81426,42 Dra,b,Radial Velocity,42 Dra b,1,0.98
59c8fea24fd6da387fd81427,47 UMa,c,Radial Velocity,47 UMa c,3,1.03
59c8fea24fd6da387fd81428,47 UMa,b,Radial Velocity,47 UMa b,3,1.03
59c8fea24fd6da387fd81429,51 Eri,b,Imaging,51 Eri b,1,1.75
59c8fea24fd6da387fd8142a,51 Peg,b,Radial Velocity,51 Peg b,1,1.12
59c8fea24fd6da387fd8142b,47 UMa,d,Radial Velocity,47 UMa d,3,1.03
59c8fea24fd6da387fd8142c,55 Cnc,b,Radial Velocity,55 Cnc b,5,0.91
59c8fea24fd6da387fd8142d,55 Cnc,c,Radial Velocity,55 Cnc c,5,0.91
59c8fea24fd6da387fd8142e,55 Cnc,e,Radial Velocity,55 Cnc e,5,0.91
59c8fea24fd6da387fd8142f,6 Lyn,b,Radial Velocity,6 Lyn b,1,1.7
59c8fea24fd6da387fd81430,55 Cnc,f,Radial Velocity,55 Cnc f,5,0.91
59c8fea24fd6da387fd81431,55 Cnc,d,Radial Velocity,55 Cnc d,5,0.91
59c8fea24fd6da387fd81432,61 Vir,c,Radial Velocity,61 Vir c,3,0.94
59c8fea24fd6da387fd81433,61 Vir,b,Radial Velocity,61 Vir b,3,0.94
59c8fea24fd6da387fd81434,7 CMa,b,Radial Velocity,7 CMa b,1,1.52
59c8fea24fd6da387fd81435,61 Vir,d,Radial Velocity,61 Vir d,3,0.94
59c8fea24fd6da387fd81436,70 Vir,b,Radial Velocity,70 Vir b,1,1.09
59c8fea24fd6da387fd81437,75 Cet,b,Radial Velocity,75 Cet b,1,2.49
59c8fea24fd6da387fd81438,8 UMi,b,Radial Velocity,8 UMi b,1,1.8
59c8fea24fd6da387fd81439,81 Cet,b,Radial Velocity,81 Cet b,1,2.4
59c8fea24fd6da387fd8143a,91 Aqr,b,Radial Velocity,91 Aqr b,1,1.4
59c8fea24fd6da387fd8143b,BD+14 4559,b,Radial Velocity,BD+14 4559 b,1,0.86
59c8fea24fd6da387fd8143c,AB Pic,b,Imaging,AB Pic b,1,
59c8fea24fd6da387fd8143d,BD+15 2375,b,Radial Velocity,BD+15 2375 b,1,1.08
59c8fea24fd6da387fd8143e,BD+15 2940,b,Radial Velocity,BD+15 2940 b,1,1.1
59c8fea24fd6da387fd8143f,BD+20 1790,b,Radial Velocity,BD+20 1790 b,1,0.63
59c8fea24fd6da387fd81440,BD+20 274,b,Radial Velocity,BD+20 274 b,1,0.8
59c8fea24fd6da387fd81441,BD+20 2457,c,Radial Velocity,BD+20 2457 c,2,2.8
59c8fea24fd6da387fd81442,BD+20 2457,b,Radial Velocity,BD+20 2457 b,2,2.8
59c8fea24fd6da387fd81443,BD+48 738,b,Radial Velocity,BD+48 738 b,1,0.74
59c8fea24fd6da387fd81444,BD+49 828,b,Radial Velocity,BD+49 828 b,1,1.52
59c8fea24fd6da387fd81445,BD-06 1339,b,Radial Velocity,BD-06 1339 b,2,0.7
59c8fea24fd6da387fd81446,BD-06 1339,c,Radial Velocity,BD-06 1339 c,2,0.7
59c8fea24fd6da387fd81447,BD-08 2823,b,Radial Velocity,BD-08 2823 b,2,0.74
59c8fea24fd6da387fd81448,BD-08 2823,c,Radial Velocity,BD-08 2823 c,2,0.74
59c8fea24fd6da387fd81449,BD-10 3166,b,Radial Velocity,BD-10 3166 b,1,1.01
59c8fea24fd6da387fd8144a,BD-11 4672,b,Radial Velocity,BD-11 4672 b,1,0.57
59c8fea24fd6da387fd8144b,BD-17 63,b,Radial Velocity,BD-17 63 b,1,0.74
59c8fea24fd6da387fd8144c,BD-13 2130,b,Radial Velocity,BD-13 2130 b,1,2.4
59c8fea24fd6da387fd8144d,CT Cha,b,Imaging,CT Cha b,1,
59c8fea24fd6da387fd8144e,CFBDSIR J145829+101343,b,Imaging,CFBDSIR J145829+101343 b,1,0.02
59c8fea24fd6da387fd8144f,CHXR 73,b,Imaging,CHXR 73 b,1,0.35
59c8fea24fd6da387fd81450,CoRoT-1,b,Transit,CoRoT-1 b,1,0.95
59c8fea24fd6da387fd81451,CoRoT-10,b,Transit,CoRoT-10 b,1,0.89
59c8fea24fd6da387fd81452,CoRoT-11,b,Transit,CoRoT-11 b,1,1.27
59c8fea24fd6da387fd81453,CoRoT-12,b,Transit,CoRoT-12 b,1,1.08
59c8fea24fd6da387fd81454,CoRoT-14,b,Transit,CoRoT-14 b,1,1.13
59c8fea24fd6da387fd81456,CoRoT-13,b,Transit,CoRoT-13 b,1,1.09
59c8fea24fd6da387fd81457,CoRoT-17,b,Transit,CoRoT-17 b,1,1.04
59c8fea24fd6da387fd81458,CoRoT-18,b,Transit,CoRoT-18 b,1,0.95
59c8fea24fd6da387fd81459,CoRoT-16,b,Transit,CoRoT-16 b,1,1.1
59c8fea24fd6da387fd8145a,CoRoT-19,b,Transit,CoRoT-19 b,1,1.21
59c8fea24fd6da387fd8145b,CoRoT-2,b,Transit,CoRoT-2 b,1,0.96
59c8fea24fd6da387fd8145c,CoRoT-20,b,Transit,CoRoT-20 b,1,1.14
59c8fea24fd6da387fd8145d,CoRoT-22,b,Transit,CoRoT-22 b,1,1.1
59c8fea24fd6da387fd8145e,CoRoT-23,b,Transit,CoRoT-23 b,1,1.14
59c8fea24fd6da387fd8145f,CoRoT-24,b,Transit,CoRoT-24 b,2,0.91
59c8fea24fd6da387fd81460,CoRoT-24,c,Transit,CoRoT-24 c,2,0.91
59c8fea24fd6da387fd81461,CoRoT-25,b,Transit,CoRoT-25 b,1,1.09
59c8fea24fd6da387fd81462,CoRoT-27,b,Transit,CoRoT-27 b,1,1.05
59c8fea24fd6da387fd81463,CoRoT-26,b,Transit,CoRoT-26 b,1,1.09
59c8fea24fd6da387fd81464,CoRoT-28,b,Transit,CoRoT-28 b,1,1.01
59c8fea24fd6da387fd81465,CoRoT-29,b,Transit,CoRoT-29 b,1,0.97
59c8fea24fd6da387fd81466,CoRoT-3,b,Transit,CoRoT-3 b,1,1.37
59c8fea24fd6da387fd81467,CoRoT-5,b,Transit,CoRoT-5 b,1,1
59c8fea24fd6da387fd81468,CoRoT-4,b,Transit,CoRoT-4 b,1,1.16
59c8fea24fd6da387fd81469,CoRoT-7,c,Radial Velocity,CoRoT-7 c,2,0.91
59c8fea24fd6da387fd8146a,CoRoT-6,b,Transit,CoRoT-6 b,1,1.05
59c8fea24fd6da387fd8146b,CoRoT-7,b,Transit,CoRoT-7 b,2,0.91
59c8fea24fd6da387fd8146c,CoRoT-9,b,Transit,CoRoT-9 b,1,0.99
59c8fea24fd6da387fd8146d,CoRoT-8,b,Transit,CoRoT-8 b,1,0.88
59c8fea24fd6da387fd8146e,DH Tau,b,Imaging,DH Tau b,1,0.33
59c8fea24fd6da387fd8146f,DENIS-P J082303.1-491201,b,Astrometry,DENIS-P J082303.1-491201 b,1,0.07
59c8fea24fd6da387fd81470,DP Leo,b,Eclipse Timing Variations,DP Leo b,1,0.69
59c8fea24fd6da387fd81471,Fomalhaut,b,Imaging,Fomalhaut b,1,2
59c8fea24fd6da387fd81472,GJ 1132,b,Transit,GJ 1132 b,1,0.18
59c8fea24fd6da387fd81473,FU Tau,b,Imaging,FU Tau b,1,0.05
59c8fea24fd6da387fd81474,GJ 1214,b,Transit,GJ 1214 b,1,0.16
59c8fea24fd6da387fd81475,GJ 163,b,Radial Velocity,GJ 163 b,3,0.4
59c8fea24fd6da387fd81476,GJ 15 A,b,Radial Velocity,GJ 15 A b,1,0.38
59c8fea24fd6da387fd81477,GJ 163,c,Radial Velocity,GJ 163 c,3,0.4
59c8fea24fd6da387fd81478,GJ 179,b,Radial Velocity,GJ 179 b,1,0.36
59c8fea24fd6da387fd81479,GJ 317,b,Radial Velocity,GJ 317 b,1,0.42
59c8fea24fd6da387fd8147a,GJ 3021,b,Radial Velocity,GJ 3021 b,1,0.9
59c8fea24fd6da387fd8147b,GJ 328,b,Radial Velocity,GJ 328 b,1,0.69
59c8fea24fd6da387fd8147c,GJ 163,d,Radial Velocity,GJ 163 d,3,0.4
59c8fea24fd6da387fd8147d,GJ 3341,b,Radial Velocity,GJ 3341 b,1,0.47
59c8fea24fd6da387fd8147e,GJ 3293,b,Radial Velocity,GJ 3293 b,2,0.42
59c8fea24fd6da387fd8147f,GJ 3293,c,Radial Velocity,GJ 3293 c,2,0.42
59c8fea24fd6da387fd81480,GJ 3634,b,Radial Velocity,GJ 3634 b,1,0.45
59c8fea24fd6da387fd81481,GJ 3470,b,Radial Velocity,GJ 3470 b,1,0.51
59c8fea24fd6da387fd81482,GJ 433,b,Radial Velocity,GJ 433 b,1,0.48
59c8fea24fd6da387fd81483,GJ 436,b,Radial Velocity,GJ 436 b,1,0.47
59c8fea24fd6da387fd81484,GJ 504,b,Imaging,GJ 504 b,1,1.22
59c8fea24fd6da387fd81485,GJ 581,c,Radial Velocity,GJ 581 c,3,0.31
59c8fea24fd6da387fd81486,GJ 581,b,Radial Velocity,GJ 581 b,3,0.31
59c8fea24fd6da387fd81487,GJ 649,b,Radial Velocity,GJ 649 b,1,0.54
59c8fea24fd6da387fd81488,GJ 581,e,Radial Velocity,GJ 581 e,3,0.31
59c8fea24fd6da387fd81489,GJ 667 C,b,Radial Velocity,GJ 667 C b,5,0.33
59c8fea24fd6da387fd8148a,GJ 667 C,c,Radial Velocity,GJ 667 C c,5,0.33
59c8fea24fd6da387fd8148b,GJ 667 C,e,Radial Velocity,GJ 667 C e,5,0.33
59c8fea24fd6da387fd8148c,GJ 667 C,f,Radial Velocity,GJ 667 C f,5,0.33
59c8fea24fd6da387fd8148d,GJ 667 C,g,Radial Velocity,GJ 667 C g,5,0.33
59c8fea24fd6da387fd8148e,GJ 674,b,Radial Velocity,GJ 674 b,1,0.35
59c8fea24fd6da387fd8148f,GJ 676 A,b,Radial Velocity,GJ 676 A b,3,0.71
59c8fea24fd6da387fd81490,GJ 676 A,d,Radial Velocity,GJ 676 A d,3,0.71
59c8fea24fd6da387fd81491,GJ 676 A,e,Radial Velocity,GJ 676 A e,3,0.71
59c8fea24fd6da387fd81492,GJ 687,b,Radial Velocity,GJ 687 b,1,0.41
59c8fea24fd6da387fd81493,GJ 832,b,Radial Velocity,GJ 832 b,2,0.45
59c8fea24fd6da387fd81494,GJ 832,c,Radial Velocity,GJ 832 c,2,0.45
59c8fea24fd6da387fd81495,GJ 849,b,Radial Velocity,GJ 849 b,1,0.49
59c8fea24fd6da387fd81496,GJ 86,b,Radial Velocity,GJ 86 b,1,0.77
59c8fea24fd6da387fd81497,GJ 876,b,Radial Velocity,GJ 876 b,4,0.33
59c8fea24fd6da387fd81498,GJ 876,d,Radial Velocity,GJ 876 d,4,0.33
59c8fea24fd6da387fd81499,GJ 876,c,Radial Velocity,GJ 876 c,4,0.33
59c8fea24fd6da387fd8149a,GJ 876,e,Radial Velocity,GJ 876 e,4,0.33
59c8fea24fd6da387fd8149b,GSC 06214-00210,b,Imaging,GSC 06214-00210 b,1,0.9
59c8fea24fd6da387fd8149c,GQ Lup,b,Imaging,GQ Lup b,1,0.7
59c8fea24fd6da387fd8149d,GU Psc,b,Imaging,GU Psc b,1,0.33
59c8fea24fd6da387fd8149e,HAT-P-1,b,Transit,HAT-P-1 b,1,1.15
59c8fea24fd6da387fd8149f,HAT-P-11,b,Transit,HAT-P-11 b,1,0.81
59c8fea24fd6da387fd814a0,HAT-P-12,b,Transit,HAT-P-12 b,1,0.73
59c8fea24fd6da387fd814a1,HAT-P-13,c,Radial Velocity,HAT-P-13 c,2,1.22
59c8fea24fd6da387fd814a2,HAT-P-15,b,Transit,HAT-P-15 b,1,1.01
59c8fea24fd6da387fd814a3,HAT-P-13,b,Transit,HAT-P-13 b,2,1.22
59c8fea24fd6da387fd814a4,HAT-P-16,b,Transit,HAT-P-16 b,1,1.22
59c8fea24fd6da387fd814a5,HAT-P-14,b,Transit,HAT-P-14 b,1,1.39
59c8fea24fd6da387fd814a6,HAT-P-17,b,Transit,HAT-P-17 b,2,0.86
59c8fea24fd6da387fd814a7,HAT-P-17,c,Radial Velocity,HAT-P-17 c,2,0.86
59c8fea24fd6da387fd814a8,HAT-P-18,b,Transit,HAT-P-18 b,1,0.77
59c8fea24fd6da387fd814a9,HAT-P-20,b,Transit,HAT-P-20 b,1,0.76
59c8fea24fd6da387fd814aa,HAT-P-2,b,Transit,HAT-P-2 b,1,1.36
59c8fea24fd6da387fd814ab,HAT-P-19,b,Transit,HAT-P-19 b,1,0.84
59c8fea24fd6da387fd814ac,HAT-P-21,b,Transit,HAT-P-21 b,1,0.95
59c8fea24fd6da387fd814ad,HAT-P-22,b,Transit,HAT-P-22 b,1,0.92
59c8fea24fd6da387fd814ae,HAT-P-23,b,Transit,HAT-P-23 b,1,1.1
59c8fea24fd6da387fd814af,HAT-P-24,b,Transit,HAT-P-24 b,1,1.19
59c8fea24fd6da387fd814b0,HAT-P-28,b,Transit,HAT-P-28 b,1,1.02
59c8fea24fd6da387fd814b1,HAT-P-27,b,Transit,HAT-P-27 b,1,0.94
59c8fea24fd6da387fd814b2,HAT-P-25,b,Transit,HAT-P-25 b,1,1.01
59c8fea24fd6da387fd814b3,HAT-P-29,b,Transit,HAT-P-29 b,1,1.21
59c8fea24fd6da387fd814b4,HAT-P-26,b,Transit,HAT-P-26 b,1,0.82
59c8fea24fd6da387fd814b5,HAT-P-31,b,Transit,HAT-P-31 b,1,1.22
59c8fea24fd6da387fd814b6,HAT-P-30,b,Transit,HAT-P-30 b,1,1.24
59c8fea24fd6da387fd814b7,HAT-P-3,b,Transit,HAT-P-3 b,1,0.92
59c8fea24fd6da387fd814b8,HAT-P-32,b,Transit,HAT-P-32 b,1,
59c8fea24fd6da387fd814b9,HAT-P-34,b,Transit,HAT-P-34 b,1,1.39
59c8fea24fd6da387fd814ba,HAT-P-33,b,Transit,HAT-P-33 b,1,1.38
59c8fea24fd6da387fd814bb,HAT-P-36,b,Transit,HAT-P-36 b,1,1.02
59c8fea24fd6da387fd814bc,HAT-P-35,b,Transit,HAT-P-35 b,1,1.24
59c8fea24fd6da387fd814bd,HAT-P-37,b,Transit,HAT-P-37 b,1,0.93
59c8fea24fd6da387fd814be,HAT-P-41,b,Transit,HAT-P-41 b,1,1.42
59c8fea24fd6da387fd814bf,HAT-P-40,b,Transit,HAT-P-40 b,1,1.51
59c8fea24fd6da387fd814c0,HAT-P-39,b,Transit,HAT-P-39 b,1,1.4
59c8fea24fd6da387fd814c1,HAT-P-43,b,Transit,HAT-P-43 b,1,1.05
59c8fea24fd6da387fd814c2,HAT-P-38,b,Transit,HAT-P-38 b,1,0.89
59c8fea24fd6da387fd814c3,HAT-P-44,c,Radial Velocity,HAT-P-44 c,2,0.94
59c8fea24fd6da387fd814c4,HAT-P-46,b,Transit,HAT-P-46 b,1,1.28
59c8fea24fd6da387fd814c5,HAT-P-45,b,Transit,HAT-P-45 b,1,1.26
59c8fea24fd6da387fd814c6,HAT-P-49,b,Transit,HAT-P-49 b,1,1.54
59c8fea24fd6da387fd814c7,HAT-P-42,b,Transit,HAT-P-42 b,1,1.18
59c8fea24fd6da387fd814c8,HAT-P-44,b,Transit,HAT-P-44 b,2,0.94
59c8fea24fd6da387fd814c9,HAT-P-5,b,Transit,HAT-P-5 b,1,1.16
59c8fea24fd6da387fd814ca,HAT-P-51,b,Transit,HAT-P-51 b,1,0.98
59c8fea24fd6da387fd814cb,HAT-P-50,b,Transit,HAT-P-50 b,1,1.27
59c8fea24fd6da387fd814cc,HAT-P-52,b,Transit,HAT-P-52 b,1,0.89
59c8fea24fd6da387fd814cd,HAT-P-53,b,Transit,HAT-P-53 b,1,1.09
59c8fea24fd6da387fd814ce,HAT-P-4,b,Transit,HAT-P-4 b,1,1.26
59c8fea24fd6da387fd814cf,HAT-P-54,b,Transit,HAT-P-54 b,1,0.65
59c8fea24fd6da387fd814d0,HAT-P-55,b,Transit,HAT-P-55 b,1,1.01
59c8fea24fd6da387fd814d1,HAT-P-6,b,Transit,HAT-P-6 b,1,1.29
59c8fea24fd6da387fd814d2,HAT-P-56,b,Transit,HAT-P-56 b,1,1.3
59c8fea24fd6da387fd814d3,HAT-P-57,b,Transit,HAT-P-57 b,1,1.47
59c8fea24fd6da387fd814d4,HAT-P-7,b,Transit,HAT-P-7 b,1,1.47
59c8fea24fd6da387fd814d5,HAT-P-9,b,Transit,HAT-P-9 b,1,1.28
59c8fea24fd6da387fd814d6,HATS-10,b,Transit,HATS-10 b,1,1.1
59c8fea24fd6da387fd814d7,HAT-P-8,b,Transit,HAT-P-8 b,1,1.28
59c8fea24fd6da387fd814d8,HATS-13,b,Transit,HATS-13 b,1,0.96
59c8fea24fd6da387fd814d9,HATS-1,b,Transit,HATS-1 b,1,0.99
59c8fea24fd6da387fd814da,HATS-2,b,Transit,HATS-2 b,1,0.88
59c8fea24fd6da387fd814db,HATS-14,b,Transit,HATS-14 b,1,0.97
59c8fea24fd6da387fd814dc,HATS-17,b,Transit,HATS-17 b,1,1.13
59c8fea24fd6da387fd814dd,HATS-4,b,Transit,HATS-4 b,1,1
59c8fea24fd6da387fd814de,HATS-3,b,Transit,HATS-3 b,1,1.21
59c8fea24fd6da387fd814df,HATS-6,b,Transit,HATS-6 b,1,0.57
59c8fea24fd6da387fd814e0,HATS-5,b,Transit,HATS-5 b,1,0.94
59c8fea24fd6da387fd814e1,HATS-8,b,Transit,HATS-8 b,1,1.06
59c8fea24fd6da387fd814e2,HATS-9,b,Transit,HATS-9 b,1,1.03
59c8fea24fd6da387fd814e3,HD 100655,b,Radial Velocity,HD 100655 b,1,2.4
59c8fea24fd6da387fd814e4,HD 100546,b,Imaging,HD 100546 b,1,2.4
59c8fea24fd6da387fd814e5,HD 100777,b,Radial Velocity,HD 100777 b,1,1.01
59c8fea24fd6da387fd814e6,HD 10180,c,Radial Velocity,HD 10180 c,6,1.06
59c8fea24fd6da387fd814e7,HD 10180,d,Radial Velocity,HD 10180 d,6,1.06
59c8fea24fd6da387fd814e8,HD 10180,e,Radial Velocity,HD 10180 e,6,1.06
59c8fea24fd6da387fd814e9,HD 10180,f,Radial Velocity,HD 10180 f,6,1.06
59c8fea24fd6da387fd814ea,HD 10180,g,Radial Velocity,HD 10180 g,6,1.06
59c8fea24fd6da387fd814eb,HD 10180,h,Radial Velocity,HD 10180 h,6,1.06
59c8fea24fd6da387fd814ec,HD 101930,b,Radial Velocity,HD 101930 b,1,0.74
59c8fea24fd6da387fd814ed,HD 102117,b,Radial Velocity,HD 102117 b,1,1.11
59c8fea24fd6da387fd814ee,HD 102195,b,Radial Velocity,HD 102195 b,1,0.87
59c8fea24fd6da387fd814ef,HD 102365,b,Radial Velocity,HD 102365 b,1,0.85
59c8fea24fd6da387fd814f0,HD 102272,b,Radial Velocity,HD 102272 b,1,1.9
59c8fea24fd6da387fd814f1,HD 103197,b,Radial Velocity,HD 103197 b,1,0.9
59c8fea24fd6da387fd814f2,HD 102329,b,Radial Velocity,HD 102329 b,1,1.95
59c8fea24fd6da387fd814f3,HD 102956,b,Radial Velocity,HD 102956 b,1,1.68
59c8fea24fd6da387fd814f4,HD 103720,b,Radial Velocity,HD 103720 b,1,0.79
59c8fea24fd6da387fd814f5,HD 104067,b,Radial Velocity,HD 104067 b,1,0.79
59c8fea24fd6da387fd814f6,HD 10442,b,Radial Velocity,HD 10442 b,1,1.56
59c8fea24fd6da387fd814f7,HD 103774,b,Radial Velocity,HD 103774 b,1,1.33
59c8fea24fd6da387fd814f8,HD 104985,b,Radial Velocity,HD 104985 b,1,
59c8fea24fd6da387fd814f9,HD 106252,b,Radial Velocity,HD 106252 b,1,1.01
59c8fea24fd6da387fd814fa,HD 106270,b,Radial Velocity,HD 106270 b,1,1.32
59c8fea24fd6da387fd814fb,HD 10647,b,Radial Velocity,HD 10647 b,1,1.11
59c8fea24fd6da387fd814fc,HD 106515 A,b,Radial Velocity,HD 106515 A b,1,0.97
59c8fea24fd6da387fd814fd,HD 10697,b,Radial Velocity,HD 10697 b,1,1.11
59c8fea24fd6da387fd814fe,HD 106906,b,Imaging,HD 106906 b,1,1.5
59c8fea24fd6da387fd814ff,HD 107148,b,Radial Velocity,HD 107148 b,1,1.12
59c8fea24fd6da387fd81500,HD 108341,b,Radial Velocity,HD 108341 b,1,0.84
59c8fea24fd6da387fd81501,HD 108147,b,Radial Velocity,HD 108147 b,1,1.27
59c8fea24fd6da387fd81502,HD 108863,b,Radial Velocity,HD 108863 b,1,1.85
59c8fea24fd6da387fd81503,HD 108874,b,Radial Velocity,HD 108874 b,2,0.95
59c8fea24fd6da387fd81504,HD 108874,c,Radial Velocity,HD 108874 c,2,0.95
59c8fea24fd6da387fd81505,HD 109271,b,Radial Velocity,HD 109271 b,2,1.05
59c8fea24fd6da387fd81506,HD 109246,b,Radial Velocity,HD 109246 b,1,1.01
59c8fea24fd6da387fd81507,HD 109271,c,Radial Velocity,HD 109271 c,2,1.05
59c8fea24fd6da387fd81508,HD 109749,b,Radial Velocity,HD 109749 b,1,1.2
59c8fea24fd6da387fd81509,HD 110014,b,Radial Velocity,HD 110014 b,1,2.17
59c8fea24fd6da387fd8150a,HD 111232,b,Radial Velocity,HD 111232 b,1,0.78
59c8fea24fd6da387fd8150b,HD 113337,b,Radial Velocity,HD 113337 b,1,1.4
59c8fea24fd6da387fd8150c,HD 113538,b,Radial Velocity,HD 113538 b,2,0.58
59c8fea24fd6da387fd8150d,HD 114613,b,Radial Velocity,HD 114613 b,1,1.36
59c8fea24fd6da387fd8150e,HD 113538,c,Radial Velocity,HD 113538 c,2,0.58
59c8fea24fd6da387fd8150f,HD 114386,b,Radial Velocity,HD 114386 b,1,0.68
59c8fea24fd6da387fd81510,HD 114729,b,Radial Velocity,HD 114729 b,1,1
59c8fea24fd6da387fd81511,HD 114762,b,Radial Velocity,HD 114762 b,1,0.83
59c8fea24fd6da387fd81512,HD 11506,b,Radial Velocity,HD 11506 b,2,1.24
59c8fea24fd6da387fd81513,HD 114783,b,Radial Velocity,HD 114783 b,1,0.85
59c8fea24fd6da387fd81514,HD 11506,c,Radial Velocity,HD 11506 c,2,1.24
59c8fea24fd6da387fd81515,HD 116029,b,Radial Velocity,HD 116029 b,1,1.58
59c8fea24fd6da387fd81516,HD 117207,b,Radial Velocity,HD 117207 b,1,1.08
59c8fea24fd6da387fd81517,HD 11755,b,Radial Velocity,HD 11755 b,1,0.9
59c8fea24fd6da387fd81518,HD 117618,b,Radial Velocity,HD 117618 b,1,1.08
59c8fea24fd6da387fd81519,HD 11964,b,Radial Velocity,HD 11964 b,2,1.12
59c8fea24fd6da387fd8151a,HD 118203,b,Radial Velocity,HD 118203 b,1,1.23
59c8fea24fd6da387fd8151b,HD 11977,b,Radial Velocity,HD 11977 b,1,1.91
59c8fea24fd6da387fd8151c,HD 120084,b,Radial Velocity,HD 120084 b,1,2.39
59c8fea24fd6da387fd8151d,HD 121504,b,Radial Velocity,HD 121504 b,1,1.18
59c8fea24fd6da387fd8151e,HD 11964,c,Radial Velocity,HD 11964 c,2,1.12
59c8fea24fd6da387fd8151f,HD 125595,b,Radial Velocity,HD 125595 b,1,
59c8fea24fd6da387fd81520,HD 12484,b,Radial Velocity,HD 12484 b,1,1.01
59c8fea24fd6da387fd81521,HD 125612,b,Radial Velocity,HD 125612 b,3,1.09
59c8fea24fd6da387fd81522,HD 125612,c,Radial Velocity,HD 125612 c,3,1.09
59c8fea24fd6da387fd81523,HD 12648,b,Radial Velocity,HD 12648 b,1,1.2
59c8fea24fd6da387fd81524,HD 12661,b,Radial Velocity,HD 12661 b,2,1.02
59c8fea24fd6da387fd81525,HD 125612,d,Radial Velocity,HD 125612 d,3,1.09
59c8fea24fd6da387fd81526,HD 12661,c,Radial Velocity,HD 12661 c,2,1.02
59c8fea24fd6da387fd81527,HD 126614,b,Radial Velocity,HD 126614 b,1,1.15
59c8fea24fd6da387fd81528,HD 128311,c,Radial Velocity,HD 128311 c,2,0.83
59c8fea24fd6da387fd81529,HD 130322,b,Radial Velocity,HD 130322 b,1,0.92
59c8fea24fd6da387fd8152a,HD 128311,b,Radial Velocity,HD 128311 b,2,0.83
59c8fea24fd6da387fd8152b,HD 129445,b,Radial Velocity,HD 129445 b,1,
59c8fea24fd6da387fd8152c,HD 131496,b,Radial Velocity,HD 131496 b,1,1.61
59c8fea24fd6da387fd8152d,HD 131664,b,Radial Velocity,HD 131664 b,1,1.1
59c8fea24fd6da387fd8152e,HD 13189,b,Radial Velocity,HD 13189 b,1,
59c8fea24fd6da387fd8152f,HD 132406,b,Radial Velocity,HD 132406 b,1,
59c8fea24fd6da387fd81530,HD 132563,b,Radial Velocity,HD 132563 b,1,
59c8fea24fd6da387fd81531,HD 134987,b,Radial Velocity,HD 134987 b,2,1.1
59c8fea24fd6da387fd81532,HD 134987,c,Radial Velocity,HD 134987 c,2,1.1
59c8fea24fd6da387fd81533,HD 136418,b,Radial Velocity,HD 136418 b,1,1.33
59c8fea24fd6da387fd81534,HD 137388 A,b,Radial Velocity,HD 137388 A b,1,0.86
59c8fea24fd6da387fd81535,HD 13908,b,Radial Velocity,HD 13908 b,2,1.29
59c8fea24fd6da387fd81536,HD 13908,c,Radial Velocity,HD 13908 c,2,1.29
59c8fea24fd6da387fd81537,HD 13931,b,Radial Velocity,HD 13931 b,1,1.02
59c8fea24fd6da387fd81538,HD 139357,b,Radial Velocity,HD 139357 b,1,1.35
59c8fea24fd6da387fd81539,HD 14067,b,Radial Velocity,HD 14067 b,1,2.4
59c8fea24fd6da387fd8153a,HD 141399,c,Radial Velocity,HD 141399 c,4,1.07
59c8fea24fd6da387fd8153b,HD 141399,d,Radial Velocity,HD 141399 d,4,1.07
59c8fea24fd6da387fd8153c,HD 141399,e,Radial Velocity,HD 141399 e,4,1.07
59c8fea24fd6da387fd8153d,HD 141399,b,Radial Velocity,HD 141399 b,4,1.07
59c8fea24fd6da387fd8153e,HD 141937,b,Radial Velocity,HD 141937 b,1,1.03
