_id,airline,name,alias,iata,icao,active,country,base
56e9b497732b6122f8790280,4,2 Sqn No 1 Elementary Flying Training School,,WYT,,N,United Kingdom,HGH
56e9b497732b6122f8790281,2,135 Airways,,GNL,GENERAL,N,United States,LHE
56e9b497732b6122f8790287,8,247 Jet Ltd,,TWF,CLOUD RUNNER,N,United Kingdom,FLS
56e9b497732b6122f8790289,10,40-Mile Air,Q5,MLA,MILE-AIR,Y,United States,GYA
56e9b497732b6122f879028b,12,611897 Alberta Limited,,THD,DONUT,N,Canada,PBL
56e9b497732b6122f879028d,14,Abacus International,1B,,,Y,Singapore,MQT
56e9b497732b6122f879028e,15,Abelag Aviation,W9,AAB,ABG,N,Belgium,SBY
56e9b497732b6122f8790290,17,Aero Aviation Centre Ltd.,,AAD,SUNRISE,N,Canada,OKJ
56e9b497732b6122f8790291,18,Aero Servicios Ejecutivos Internacionales,,SII,ASEISA,N,Mexico,DWC
56e9b497732b6122f8790295,22,Aloha Airlines,AQ,AAH,ALOHA,Y,United States,FPO
56e9b497732b6122f879029c,29,Askari Aviation,4K,AAS,AL-AAS,Y,Pakistan,THD
56e9b497732b6122f87902a3,34,"Afric'air Express",,AAX,AFREX,N,Ivory Coast,LOK
56e9b497732b6122f87902a4,37,Artem-Avia,,ABA,ARTEM-AVIA,N,Ukraine,JBR
56e9b497732b6122f87902a5,38,African Business and Transportations,,ABB,AFRICAN BUSINESS-,N,Democratic Republic of the Congo,KWJ
56e9b497732b6122f87902a6,39,Aban Air,K5,ABE,ABAN,n,Iran,NRL
56e9b497732b6122f87902a7,41,Abakan-Avia,,ABG,ABAKAN-AVIA,N,Russia,BGA
56e9b497732b6122f87902ab,44,Alberta Citylink,,ABK,ALBERTA CITYLINK,N,Canada,ROS
56e9b497732b6122f87902b4,53,Academy Airlines,,ACD,ACADEMY,N,United States,ORK
56e9b497732b6122f87902b6,55,Astral Aviation,8V,ACP,ASTRAL CARGO,Y,Kenya,BMA
56e9b497732b6122f87902b9,58,Air Cargo Transportation System,,ACU,AFRISPIRIT,N,Kenya,FYU
56e9b497732b6122f87902c2,68,Air Tindi,8T,,,Y,Canadian Territories,GVR
56e9b497732b6122f87902c3,69,Antonov Airlines,,ADB,ANTONOV BUREAU,N,Ukraine,PLM
56e9b497732b6122f87902c4,67,Aztec Worldwide Airlines,7A,,,N,United States,MAU
56e9b497732b6122f87902c5,70,Air Atlantic Dominicana,,ADC,ATLAN-DOMINICAN,N,Dominican Republic,GYS
56e9b497732b6122f87902c6,71,Advanced Air Co.,,ADD,,N,Japan,CNP
56e9b497732b6122f87902c8,73,Aerea Flying Training Organization,,ADG,AEREA TRAINING,N,Spain,NOC
56e9b497732b6122f87902cc,77,Aero Dynamics,,ADL,COTSWOLD,N,United Kingdom,KNS
56e9b497732b6122f87902cd,78,Aerolineas Dominicanas,,ADM,DOMINAIR,N,Dominican Republic,PBL
56e9b497732b6122f87902ce,79,Aerodienst GmbH,,ADN,AERODIENST,N,Germany,XRY
56e9b497732b6122f87902cf,80,Aerodiplomatic,,ADP,AERODIPLOMATIC,N,Mexico,LBV
56e9b497732b6122f87902d0,81,Aerodyne,,ADY,AERODYNE,N,United States,ORD
56e9b497732b6122f87902d1,82,Avion Taxi,,ADQ,AIR DATA,N,Canada,SOF
56e9b497732b6122f87902d3,84,Aviones de Sonora,,ADS,SONORAV,N,Mexico,SDV
56e9b497732b6122f87902d4,85,Air Dorval,,ADT,AIR DORVAL,N,Canada,SKU
56e9b497732b6122f87902d6,87,Advance Air Charters,,ADV,ADVANCE,N,Canada,RYG
56e9b497732b6122f87902d7,88,Air Andaman,,ADW,AIR ANDAMAN,N,Thailand,TKS
56e9b497732b6122f87902d8,89,Anderson Aviation,,ADX,ANDAX,N,United States,CXR
56e9b497732b6122f87902d9,90,Air Europa,UX,AEA,EUROPA,Y,Spain,RPR
56e9b497732b6122f87902da,91,Air Southwest Ltd.,,ASW,AIRSOUTHWEST,N,Canada,BIA
56e9b497732b6122f87902db,92,Air Special,,ASX,AIRSPEC,N,Czech Republic,ELP
56e9b497732b6122f87902dc,93,Aero Benin,EM,AEB,AEROBEN,Y,Benin,TRS
56e9b497732b6122f87902dd,94,Aerocesar,,AEC, Aerovias Del Cesar,N,AEROCESAR,LCX
56e9b497732b6122f87902de,95,Aerotrans Airlines,,AED,,N,Russia,PLS
56e9b497732b6122f87902e0,97,Aerofumigaciones Sam,,AEG,FUMIGACIONES SAM,N,Chile,LKN
56e9b497732b6122f87902e2,99,Air Express,,AEJ,KHAKI EXPRESS,N,Tanzania,TAG
56e9b497732b6122f87902e3,100,Aerocon,,AEK,AEROCON,N,Bolivia,NKC
56e9b497732b6122f87902e4,102,Aeroenlaces Nacionales,,AEN,,N,Mexico,SVQ
56e9b497732b6122f87902e5,101,Aero Madrid,,AEM,AEROMADRID,N,Spain,YMN
56e9b497732b6122f87902eb,108,Air Express,,AEQ,LUNA,N,Sweden,KBC
56e9b497732b6122f87902ed,110,ACES Colombia,,AES,ACES,Y,Colombia,YEK
56e9b497732b6122f87902ee,111,Aeronautical Radio of Thailand,,AET,AEROTHAI,N,Thailand,KKJ
56e9b497732b6122f87902ef,112,Astraeus,5W,AEU,FLYSTAR,Y,United Kingdom,LDH
56e9b497732b6122f87902f0,113,Aeroventas,,AEV,AEROVENTAS,N,Mexico,AIA
56e9b497732b6122f87902f2,115,Airway Express,,AEX,AVCO,N,United States,MQJ
56e9b497732b6122f87902f3,117,Aerial Transit Company,,AEZ,AERIAL TRANZ,N,United States,STD
56e9b497732b6122f87902f4,114,Aerosvit Airlines,VV,AEW,AEROSVIT,Y,Ukraine,TUK
56e9b497732b6122f87902f5,118,Alfa Air,,AFA,BLUE ALFA,N,Czech Republic,BSG
56e9b497732b6122f87902f6,119,American Falcon,WK,AFB,AMERICAN FALCON,N,Argentina,MZH
56e9b497732b6122f87902f7,120,Alliance Airlines,QQ,UTY,UNITY,Y,Australia,ITO
56e9b497732b6122f87902f8,121,Air Universal,,UVS,UNI-LEONE,N,Sierra Leone,RNA
56e9b497732b6122f87902fb,125,Ariana Afghan Airlines,FG,AFG,ARIANA,Y,Afghanistan,CIY
56e9b497732b6122f87902fc,124,Airfast Indonesia,,AFE,AIRFAST,N,Indonesia,POJ
56e9b497732b6122f87902fd,126,Air Fecteau,,AFH,FECTO,N,Canada,SNV
56e9b497732b6122f87902fe,127,Africaone,,AFI,AFRICAWORLD,N,Uganda,AUK
56e9b497732b6122f879030b,140,Air Caledonia,,ACM,WEST CAL,N,Canada,SDR
56e9b497732b6122f879030e,143,Air Data,,AFS,,N,United Kingdom,BMV
56e9b497732b6122f879030f,144,Air Afrique Vacancies,,AFV,AFRIQUE VACANCE,N,Ivory Coast,RTB
56e9b497732b6122f8790317,152,Air Sandy,,SNY,AIR SANDY,N,Canada,LGA
56e9b497732b6122f8790320,161,Aeronaves Del Centro,,AGA,,N,Venezuela,IOM
56e9b497732b6122f8790327,169,Angola Air Charter,,AGO,ANGOLA CHARTER,N,Angola,EEK
56e9b497732b6122f8790328,168,Angola Air Charter,,AGO,ANGOLA CHARTER,N,Angola,MFM
56e9b497732b6122f8790329,170,AERFI Group,,AGP,AIR TARA,N,Ireland,THS
56e9b497732b6122f879032a,171,Aerogala,,AGQ,GALASERVICE,N,Chile,CGI
56e9b497732b6122f879032b,172,Amadeus Global Travel Distribution,1A,AGT,AMADEUS,N,Spain,BFD
56e9b497732b6122f879032c,173,Angara Airlines,,AGU,SARMA,N,Russia,OLA
56e9b497732b6122f879032e,174,Air Glaciers,7T,AGV,AIR GLACIERS,Y,Switzerland,VLS
56e9b497732b6122f879032f,176,Aviogenex,,AGX,GENEX,Y,Serbia,PZO
56e9b497732b6122f8790330,177,Atlantic Coast Airlines,,BLR,BLUE RIDGE,N,United States,THD
56e9b497732b6122f8790331,178,Aero Barloz,,BLZ,AEROLOZ,N,Mexico,KTG
56e9b497732b6122f8790332,179,Aeroper,PL,PLI,Aeroperu,Y,Peru,YZT
56e9b497732b6122f8790337,184,Air Alpha Greenland,GD,AHA,AIR ALPHA,N,Denmark,ZQZ
56e9b497732b6122f879033f,192,Aerochiapas,,AHP,AEROCHIAPAS,N,Mexico,MUW
56e9b497732b6122f8790340,193,Air Adriatic,,AHR,ADRIATIC,N,Croatia,TOU
56e9b497732b6122f8790341,194,Air Viggi San Raffaele,,AHS,AIRSAR,N,Italy,POR
56e9b497732b6122f8790342,195,ABC Air Hungary,,AHU,ABC HUNGARY,N,Hungary,LDB
56e9b497732b6122f8790347,200,Alpine Air Chile,,AIH,ALPINE CHILE,N,Chile,DUR
56e9b497732b6122f8790352,212,Air Baffin,,BFF,AIR BAFFIN,N,Canada,SIN
56e9b497732b6122f8790354,213,Air Bandama,,BDM,BANDAMA,N,Ivory Coast,ELF
56e9b497732b6122f8790357,217,Air Illinois,,AIL,AIR ILLINOIS,N,United States,OIA
56e9b497732b6122f8790358,216,Air Contractors,AG,ABR,CONTRACT,N,Ireland,IBA
56e9b497732b6122f8790359,218,Air India Limited,AI,AIC,AIRINDIA,Y,India,ZLT
56e9b497732b6122f879035a,219,Air Inter Gabon,,AIG, ,N,Gabon,KBU
56e9b497732b6122f879035b,220,Air Bourbon,ZB,BUB,BOURBON,Y,Reunion,AXM
56e9b497732b6122f879035d,222,Air Inuit,,AIE,AIR INUIT,N,Canada,FEN
56e9b497732b6122f879035f,224,Air Srpska,RB,SBK,Air Srpska,N,Bosnia and Herzegovina,MUR
56e9b497732b6122f8790361,226,Airvias S/A Linhas Aereas,,AIV,AIRVIAS,N,Brazil,PAF
56e9b497732b6122f8790363,228,Atlantic Island Airways,,AIW,TARTAN,N,Canada,ATA
56e9b497732b6122f8790365,230,Aircrew Check and Training Australia,,AIY,AIRCREW,N,Australia,IBE
56e9b497732b6122f8790367,232,A J Services,,AJA,AYJAY SERVICES,N,United Kingdom,AOK
56e9b497732b6122f8790368,233,Aero JBR,,AJB,AERO JBR,N,Mexico,TQA
56e9b497732b6122f8790369,234,Aero Jet Express,,AJE,JET EXPRESS,N,Mexico,FSP
56e9b497732b6122f879036f,240,Air One,AP,ADH,HERON,Y,Italy,LKB
56e9b497732b6122f8790371,243,Aeroejecutivo,,AJO,AEROEXO,N,Mexico,LNV
56e9b497732b6122f8790376,247,Air Jetsul,,AJU,AIRJETSUL,N,Portugal,HGN
56e9b497732b6122f8790377,248,ANA & JP Express,,AJV,AYJAY CARGO,N,Japan,ARK
56e9b497732b6122f8790378,249,Alpha Jet International,,AJW,ALPHAJET,N,United States,OAJ
56e9b497732b6122f8790379,250,Air Japan,NQ,AJX,AIR JAPAN,Y,Japan,HOT
56e9b497732b6122f879037a,252,Air Korea Co. Ltd.,,AKA,,Y,Republic of Korea,TKJ
56e9b497732b6122f879037b,251,Ajet,,AJY,AYJET,N,Cyprus,NAO
56e9b497732b6122f879037c,253,Air Livonia,,LIV,LIVONIA,N,Estonia,MPM
56e9b497732b6122f879037d,254,Air BC,,ABL,AIRCOACH,N,Canada,LPY
56e9b497732b6122f879037e,255,Air Fret Senegal,,ABN, ,N,Senegal,GOA
56e9b497732b6122f879037f,256,Air Jamahiriya Company,,LJA,AIR JAMAHIRIYA,N,Libya,IIL
56e9b497732b6122f8790381,258,Arca Aerovias Colombianas Ltda.,,AKC,ARCA,N,Colombia,EMD
56e9b497732b6122f8790382,259,Anikay Air Company,,AKF,ANIKAY,N,Kyrgyzstan,KCQ
56e9b497732b6122f8790383,260,Akhal,,AKH,AKHAL,N,Turkmenistan,HAD
56e9b497732b6122f8790384,261,Aeromilenio,,MNI,AEROMIL,N,Mexico,IRJ
56e9b497732b6122f8790385,263,Air Kiribati,4A,AKL,,Y,Kiribati,JAL
56e9b497732b6122f8790386,262,Aklak Air,,AKK,AKLAK,N,Canada,CNM
56e9b497732b6122f8790387,265,Angkor Airways,,AKW,ANGKORWAYS,N,Cambodia,BLI
56e9b497732b6122f8790388,264,Alkan Air,,AKN,ALKAN AIR,N,Canada,DAC
56e9b497732b6122f879038a,267,AK Navigator LLC,,AKZ,ABSOLUTE,N,Kazakhstan,TJQ
56e9b497732b6122f879038b,268,Aero Albatros,,ALB,ALBATROS,N,Mexico,AER
56e9b497732b6122f879038c,269,Albion Aviation,,ALD,ALBION,N,United Kingdom,TRI
56e9b497732b6122f879038d,270,Aeroalas Colombia,,ALE,AEROALAS,N,Colombia,ALH
56e9b497732b6122f879038e,271,Allied Command Europe (Mobile Force),,ALF,ACEFORCE,N,Belgium,ZLO
56e9b497732b6122f879038f,272,Aerotaxis Albatros,,BTS,AEROLINEAS ALBATROS,N,Mexico,VHM
56e9b497732b6122f8790390,273,American Flyers,,FYS,AMERICAN FLYERS,N,United States,HMV
56e9b497732b6122f8790393,278,Aerovallarta,,ALL,VALLARTA,N,Mexico,KGX
56e9b497732b6122f8790394,277,Air Logistics,,ALG,AIRLOG,N,United States,MLG
56e9b497732b6122f8790395,279,Air ALM,,ALM,ANTILLEAN,N,Netherlands Antilles,TMI
56e9b497732b6122f8790397,275,Atlantic Southeast Airlines,,CAA,Chandler,N,United States,MTR
56e9b497732b6122f8790399,282,Air Wisconsin,ZW,AWI,AIR WISCONSIN,Y,United States,DVO
56e9b497732b6122f879039b,284,Aero Taxis Cessna,,TND,TAXIS CESSNA,N,Mexico,JUB
56e9b497732b6122f879039d,286,Tatarstan Airlines,U9,TAK,TATARSTAN,Y,Russia,UME
56e9b497732b6122f879039e,287,Allegheny Commuter Airlines,,ALO,ALLEGHENY,Y,United States,LEB
56e9b497732b6122f879039f,288,Alpliner AG,,ALP,ALPINER,N,Switzerland,MOZ
56e9b497732b6122f87903a1,290,Air Luxor STP,,ALU,LUXORJET,N,Sao Tome and Principe,TJU
56e9b497732b6122f87903a3,293,Alyeska Air Service,,ALY,ALYESKA,N,United States,MPH
56e9b497732b6122f87903a5,294,Alta Flights (Charters) Ltd.,,ALZ, ,N,Canada,PQS
56e9b497732b6122f87903a7,297,Aerolineas Medellin,,AMD,AEROLINEAS MEDELLIN,N,Colombia,YFJ
56e9b497732b6122f87903b2,307,Aeroputul International Marculesti,,AMM,AEROM,N,Moldova,CBH
56e9b497732b6122f87903b3,308,Air Montenegro,,AMN,MONTENEGRO,N,Montenegro,BOG
56e9b497732b6122f87903b4,309,Air Montreal (Air Holdings Inc.),,AMO,AIR MONTREAL,N,Canada,AJL
56e9b497732b6122f87903b5,310,Aero Transporte S.A. (ATSA),,AMP,ATSA,N,Peru,BCD
56e9b497732b6122f87903b6,311,Aeromedicare Ltd.,,AMQ,LIFELINE,N,United Kingdom,HDN
56e9b497732b6122f87903bd,318,Air Midwest,ZV,AMW,AIR MIDWEST,N,United States,PRI
56e9b497732b6122f87903be,319,Air Seychelles,HM,SEY,SEYCHELLES,Y,Seychelles,WAA
56e9b497732b6122f87903bf,320,Air Sofia,,SFB,AIR SOFIA,N,Bulgaria,XTG
56e9b497732b6122f87903c0,321,AeroMéxico,AM,AMX,AEROMEXICO,Y,Mexico,BBI
56e9b497732b6122f87903c1,322,Air Ambar,,AMY,AIR AMBAR,N,Dominican Republic,MHC
56e9b497732b6122f87903c5,326,Anglo Cargo,,ANC,ANGLO,N,United Kingdom,TJA
56e9b497732b6122f87903c6,327,Air Nostrum,YW,ANE,AIR NOSTRUM,Y,Spain,KUH
56e9b497732b6122f87903c7,328,Air Niugini,PX,ANG,NUIGINI,Y,Papua New Guinea,OZC
56e9b497732b6122f87903c8,329,Air Arabia,G9,ABY,ARABIA,Y,United Arab Emirates,SDP
56e9b497732b6122f87903c9,331,Airport Bratsk,,BRP,AEROBRA,N,Russia,YGX
56e9b497732b6122f87903ca,330,Air Canada,AC,ACA,AIR CANADA,Y,Canada,TAL
56e9b497732b6122f87903d1,338,Airnorth,TL,ANO,TOPEND,Y,Australia,MRZ
56e9b497732b6122f87903d3,340,Andes Lineas Aereas,,ANS,AEROANDES,N,Argentina,ITO
56e9b497732b6122f87903d5,342,Air Nevada,,ANV,AIR NEVADA,N,United States,JUJ
56e9b497732b6122f87903e1,354,Aeromundo Ejecutivo,,MUN,AEROMUNDO,N,Mexico,ABB
56e9b497732b6122f87903e3,356,Astoria,,AOI, Inc.,N,ASTORIA,OLA
56e9b497732b6122f87903e4,357,Aero Rent JSC,,NRO,AEROMASTER,N,Russia,NSH
56e9b497732b6122f87903e7,360,Angkor Airlines,,AOL,ANGKOR AIR,N,Cambodia,JUJ
56e9b497732b6122f87903e9,362,As,,AOO, Opened Joint Stock Company,N,COMPANY AS,NGO
56e9b497732b6122f87903ea,363,Aeropiloto,,AOP,AEROPILOTO,N,Portugal,ACE
56e9b497732b6122f87903eb,364,Aeroenlaces Nacionales,,VIV,AEROENLACES,N,Mexico,CRW
56e9b497732b6122f87903f1,370,Afro International Ent. Limited,,AOR,INTER-AFRO,N,Nigeria,CYS
56e9b497732b6122f87903f2,371,Alitalia Express,XM,SMX,ALIEXPRESS,Y,Italy,CLL
56e9b497732b6122f87903f3,372,Asia Overnight Express,OE,AOT,ASIA OVERNIGHT,N,Philippines,NDJ
56e9b497732b6122f87903f5,374,Aero Vision,,AOV,AEROVISION,N,France,GIU
56e9b497732b6122f87903f6,375,Aerotaxi Del Valle,,AOX,AEROVALLE,N,Colombia,KGT
56e9b497732b6122f87903f7,377,Airpac Airlines,,APC, Inc.,N,AIRPAC,PUJ
56e9b497732b6122f87903f8,376,Air Park Aviation Ltd.,,APA,CAN-AM,N,Canada,JFR
56e9b497732b6122f87903f9,378,Aeroservicios Monterrey,,SVM,SERVIMONTE,N,Mexico,ACE
56e9b497732b6122f87903fa,379,Amapola Flyg AB,,APF,AMAPOLA,N,Sweden,IRJ
56e9b497732b6122f87903fb,380,Air People International,,APG,AIR PEOPLE,N,Thailand,TGO
56e9b497732b6122f87903fd,382,ASA Pesada,,API, Lda.,N,ASA PESADA,SML
56e9b497732b6122f87903ff,384,Atlantic Airlines,,BJK,BLACKJACK,N,United States,ORD
56e9b497732b6122f8790401,386,Aero Flight,GV,ARF,Aero Fox,Y,Germany,PGF
56e9b497732b6122f8790402,387,ACM Aviation,,BJT,BAY JET,N,United States,KOE
56e9b497732b6122f8790403,388,Aircompany Barcol,,BKL,BARCOL,N,Russia,THS
56e9b497732b6122f8790404,390,Appalachian Flying Service,,APL, Inc.,N,APPALACHIAN,CUU
56e9b497732b6122f8790405,389,All Charter Limited,,BLA,ALL CHARTER,N,United Kingdom,HOF
56e9b497732b6122f8790406,391,Airpac,,APM, Inc.,N,ALASKA PACIFIC,GHB
56e9b497732b6122f8790407,392,Aeropro,,APO,AEROPRO,N,Canada,JIB
56e9b497732b6122f8790408,393,Aerolineas Pacifico Atlantico,,APP, S.A. (Apair),N,AEROPERLAS,PNS
56e9b497732b6122f879040a,395,Aeropuma,,APU, S.A.,N,AEROPUMA,YAP
56e9b497732b6122f879040b,396,Air Plan International,,APV,AIR PLAN,N,Democratic Republic of the Congo,YGP
56e9b497732b6122f879040c,397,Arrow Air,JW,APW,BIG A,Y,United States,TPS
56e9b497732b6122f879040d,398,Apex Air Cargo,,APX,PARCEL EXPRESS,N,United States,YZP
56e9b497732b6122f879040f,400,Aeroatlas,,AQA, S.A.,N,ATCO,XSC
56e9b497732b6122f8790410,401,Aquila Air Ltd.,,AQL,AQUILA,N,Canada,TGD
56e9b497732b6122f8790411,402,Air Queensland,,AQN,BUSHAIR,N,Australia,TVU
56e9b497732b6122f8790412,403,Aluminum Company Of America,,AQO,ALCOA SHUTTLE,N,United States,GMB
56e9b497732b6122f8790413,404,Aviones de Renta de Quintana Roo,,AQT, S.A. de C.V.,N,AVIOQUINTANA,POL
56e9b497732b6122f8790419,410,Aerocondor,2B,ARD,AEROCONDOR,Y,Portugal,CLM
56e9b497732b6122f879041a,411,Aires,4C,ARE, Aerovias de Integracion Regional,Y, S.A.,TKE
56e9b497732b6122f879041b,412,Aerolineas Argentinas,AR,ARG,ARGENTINA,Y,Argentina,MGM
56e9b497732b6122f879041c,413,Arrowhead Airways,,ARH,ARROWHEAD,N,United States,DMB
56e9b497732b6122f879041d,414,Aero Vics,,ARI,AEROVICS,N,Mexico,BLD
56e9b497732b6122f879041e,415,Aerojet de Costa Rica,,ARJ, S.A.,N,,QUV
56e9b497732b6122f8790420,417,Aeroservicios De San Luis,,SUO,SERVICIO SANLUIS,N,Mexico,TGR
56e9b497732b6122f8790421,418,Aerosuper,,SUP,AEROSUPER,N,Mexico,SVZ
56e9b497732b6122f8790422,420,Airlec - Air Aquitaine Transport,,ARL,AIRLEC,N,France,VIE
56e9b497732b6122f8790423,419,Aero Link Air Services S.L.,,ARK,LINK SERVICE,N,Spain,ALA
56e9b497732b6122f8790424,421,Aeromarket Express,,ARM,AMEX,N,Spain,UYN
56e9b497732b6122f8790425,422,Arrow Aviation Ltd.,,ARO,ARROW,N,Canada,CAE
56e9b497732b6122f8790426,423,RPA-Aviataxi Ltd.,,ARP,,N,Russia,AZI
56e9b497732b6122f8790427,424,Air Klaipeda,,KLD,AIR KLAIPEDA,N,Lithuania,VXC
56e9b497732b6122f8790428,425,Armstrong Air,,ARQ, Inc.,N,ARMSTRONG,BJZ
56e9b497732b6122f8790429,426,Air Armenia,QN,ARR,AIR ARMENIA,N,Armenia,DAV
56e9b497732b6122f879042a,427,Aeromet Servicios,,ARS,METSERVICE,N,Chile,SMI
56e9b497732b6122f879042b,428,Aerotal Aerolineas Territoriales de Colombia Ltda,,ART,AEROTAL,N,Colombia,AUQ
56e9b497732b6122f879042c,429,Aravco Ltd.,,ARV,ARAVCO,N,United Kingdom,TEE
56e9b497732b6122f879042d,430,Aria,,ARW,ARIABIRD,N,France,JNB
56e9b497732b6122f879042e,431,Air Xpress,,ARX, Inc.,N,AIREX,KCL
56e9b497732b6122f879042f,432,Airline Alania,,OST,ALANIA,N,Russia,LPQ
56e9b497732b6122f8790430,433,Air Tchad,,HTT,HOTEL TANGO,N,Chad,AIA
56e9b497732b6122f8790431,434,Aerloineas de Techuacan,,HUC,LINEAS TEHUACAN,N,Mexico,OUA
56e9b497732b6122f8790432,435,Aerotransportes Huitzilin,,HUT,AEROHUITZILIN,N,Mexico,SGO
56e9b497732b6122f8790433,436,Aero Transportes Del Humaya,,HUY,AERO HUMAYA,N,Mexico,DSN
56e9b497732b6122f8790434,437,Argosy Airways,,ARY,GOSEY,N,United States,AAY
56e9b497732b6122f8790435,438,Air Resorts,,ARZ,AIR RESORTS,N,United States,SCM
56e9b497732b6122f8790436,439,Alaska Airlines,AS,ASA, Inc.,Y,ALASKA,ATL
56e9b497732b6122f8790438,441,Air Star Corporation,,ASC,AIR STAR,N,Canada,LUX
56e9b497732b6122f8790439,442,Air Sinai,4D,ASD,AIR SINAI,Y,Egypt,PLQ
56e9b497732b6122f879043a,443,Airstars,PL,ASE,MOROZOV,N,Russia,SWJ
56e9b497732b6122f879043b,444,Air Schefferville,,ASF, Inc.,N,SCHEFF,NRN
56e9b497732b6122f879043c,445,African Star Airways (PTY) Ltd.,,ASG,AFRICAN STAR,N,South Africa,SCC
56e9b497732b6122f8790443,452,Atlantic Southeast Airlines,EV,ASQ,ACEY,Y,United States,BVG
56e9b497732b6122f8790444,453,All Star Airlines,,ASR, Inc.,N,ALL STAR,ORU
56e9b497732b6122f8790445,454,Air Class,,ASS, S.A. de C.V.,N,AIR CLASS,BNC
56e9b497732b6122f8790446,455,Aerlineas Del Oeste,,AST,AEROESTE,N,Mexico,CMX
56e9b497732b6122f879044b,460,Arrow Panama,,WAP,ARROW PANAMA,N,Panama,HRK
56e9b497732b6122f879044c,461,Astravia-Bissau Air Transports Ltd.,,ASV,ASTRAVIA,N,Guinea-Bissau,TTJ
56e9b497732b6122f879044e,463,Air Transport Association,,ATA,,N,United States,SGY
56e9b497732b6122f879044f,464,Atlantair Ltd.,,ATB,STARLITE,N,Canada,KTT
56e9b497732b6122f8790450,465,Air Tanzania,TC,ATC,TANZANIA,Y,Tanzania,HBE
56e9b497732b6122f8790451,466,Aerotours Dominicana,,ATD,AEROTOURS,N,Dominican Republic,CMH
56e9b497732b6122f8790452,467,Atlantis Transportation Services,,ATE, Ltd.,N,ATLANTIS CANADA,TRV
56e9b497732b6122f8790453,468,Aerotrans Airline,,ATG,BACHYT,N,Kazakhstan,TLE
56e9b497732b6122f8790454,469,Air Charter World,,XAC,,N,United States,DAD
56e9b497732b6122f8790455,470,Air Burkina,2J,VBW,BURKINA,Y,Burkina Faso,SVJ
56e9b497732b6122f8790456,471,Air Travel Corp.,,ATH,AIR TRAVEL,N,United States,HYA
56e9b497732b6122f879045b,477,Air Saint Pierre,PJ,SPM,,Y,France,AMM
56e9b497732b6122f879045d,479,ASTRAL Colombia - Aerotransportes Especiales Ltda.,,ATP,ASTRAL,N,Colombia,PRI
56e9b497732b6122f879045e,480,Air Transport Schiphol,,ATQ,MULTI,N,Netherlands,HKG
56e9b497732b6122f879045f,476,Airlines Of Tasmania,FO,ATM,AIRTAS,Y,Australia,PUY
56e9b497732b6122f8790460,481,Aeroferinco,,FEO,FERINCO,N,Mexico,WDH
56e9b497732b6122f8790461,482,Aero Taxis Y Servicios Alfe,,FES,AERO ALFE,N,Mexico,HDG
56e9b497732b6122f8790462,483,Avialesookhrana,,FFA,AVIALESOOKHRANA,N,Russia,BOI
56e9b497732b6122f8790464,485,Atlas Airlines,,ATR,ATLAS-AIR,N,United States,TIH
56e9b497732b6122f8790465,486,Air Transport Service,,ATS,,N,Democratic Republic of the Congo,ZLT
56e9b497732b6122f8790466,487,Aer Turas,,ATT,AERTURAS,N,Ireland,CIP
56e9b497732b6122f8790467,488,Atlant Aerobatics Ltd.,,ATU,ATLANT HUNGARY,N,Hungary,MFR
56e9b497732b6122f8790468,490,Aero Trades (Western) Ltd.,,ATW,AERO TRADES,N,Canada,PBH
56e9b497732b6122f879046b,493,Augsburg Airways,IQ,AUB,AUGSBURG-AIR,Y,Germany,AQJ
56e9b497732b6122f879046c,489,Avanti Air,,ATV,AVANTI AIR,N,Germany,BOB
56e9b497732b6122f879046d,494,Air Corporate,,CPV,AIRCORPORATE,N,Italy,LBL
56e9b497732b6122f879046e,495,Aviastar-Tu,,TUP,TUPOLEVAIR,N,Russia,IXJ
56e9b497732b6122f8790472,499,Austin Express,,TXX,COWBOY,N,United States,GTF
56e9b497732b6122f879047b,508,Aurigny Air Services,GR,AUR,AYLINE,Y,United Kingdom,AMH
56e9b497732b6122f879047d,511,Aurora Aviation,,AUU, Inc.,N,AURORA AIR,VBY
56e9b497732b6122f879047f,513,Aerolineas Uruguayas,,AUY, S.A.,N,AUSA,VPY
56e9b497732b6122f8790485,518,Aviair Aviation Ltd.,,AVF,CARIBOO,N,Canada,TIR
56e9b497732b6122f879048b,524,Air Vanuatu,NF,AVN,AIR VAN,Y,Vanuatu,ACV
56e9b497732b6122f879048c,525,Aviation at Work,,AVO,AVIATION WORK,N,South Africa,XAP
56e9b497732b6122f879048e,526,Avcorp Registrations,,AVP,AVCORP,N,United Kingdom,CUR
56e9b497732b6122f8790490,529,Aerolift Company,,LFT,LIFTCO,N,Sierra Leone,BFF
56e9b497732b6122f8790491,530,Aviation Services,,AVQ, Inc.,N,AQUILINE,FSP
56e9b497732b6122f8790492,531,Active Aero Charter,,AVR, Inc.,N,ACTIVE AERO,BBA
56e9b497732b6122f8790493,532,Avialsa T-35,,AVS,AVIALSA,N,Spain,DGT
56e9b497732b6122f8790494,533,Asia Avia Airlines,,AVT,ASIAVIA,N,Indonesia,KUH
56e9b497732b6122f8790495,534,Avia Sud A,,AVU,AVIASUD,N,France,INB
56e9b497732b6122f8790496,535,Airvantage Incorporated,,AVV,AIRVANTAGE,N,United States,AFA
56e9b497732b6122f8790498,536,Aviator Airways,,AVW,AVIATOR,N,Greece,BIL
